2025-11-22 18:09:30,473 | AEGIS.MAIN           | INFO     | --- INITIALIZING FORENSIC SUBSYSTEMS ---
2025-11-22 18:20:12,238 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1304.08). Sensors contradict Thermodynamics.
2025-11-22 18:20:13,238 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1636.55). Sensors contradict Thermodynamics.
2025-11-22 18:20:14,239 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1743.99). Sensors contradict Thermodynamics.
2025-11-22 18:20:15,241 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1720.49). Sensors contradict Thermodynamics.
2025-11-22 18:20:16,242 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2121.69). Sensors contradict Thermodynamics.
2025-11-22 18:20:17,242 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2081.19). Sensors contradict Thermodynamics.
2025-11-22 18:20:18,243 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2194.67). Sensors contradict Thermodynamics.
2025-11-22 18:20:19,244 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2187.47). Sensors contradict Thermodynamics.
2025-11-22 18:20:20,244 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2031.15). Sensors contradict Thermodynamics.
2025-11-22 18:20:21,244 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1942.17). Sensors contradict Thermodynamics.
2025-11-22 18:20:22,245 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1430.61). Sensors contradict Thermodynamics.
2025-11-22 18:20:23,246 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1456.74). Sensors contradict Thermodynamics.
2025-11-22 18:20:24,247 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1241.55). Sensors contradict Thermodynamics.
2025-11-22 18:20:25,247 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1028.76). Sensors contradict Thermodynamics.
2025-11-22 18:20:26,247 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (846.47). Sensors contradict Thermodynamics.
2025-11-22 18:20:27,247 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (822.96). Sensors contradict Thermodynamics.
2025-11-22 18:20:28,249 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (638.96). Sensors contradict Thermodynamics.
2025-11-22 18:20:29,249 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (479.23). Sensors contradict Thermodynamics.
2025-11-22 18:20:30,250 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (471.37). Sensors contradict Thermodynamics.
2025-11-22 18:20:31,250 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (332.41). Sensors contradict Thermodynamics.
2025-11-22 18:20:32,250 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (327.74). Sensors contradict Thermodynamics.
2025-11-22 18:20:33,251 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (170.97). Sensors contradict Thermodynamics.
2025-11-22 18:20:34,253 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (207.43). Sensors contradict Thermodynamics.
2025-11-22 18:20:35,254 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (206.84). Sensors contradict Thermodynamics.
2025-11-22 18:20:36,254 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (286.43). Sensors contradict Thermodynamics.
2025-11-22 18:20:37,254 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (300.15). Sensors contradict Thermodynamics.
2025-11-22 18:20:38,255 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (309.88). Sensors contradict Thermodynamics.
2025-11-22 18:20:39,255 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (479.24). Sensors contradict Thermodynamics.
2025-11-22 18:20:40,257 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (678.30). Sensors contradict Thermodynamics.
2025-11-22 18:20:41,258 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (781.67). Sensors contradict Thermodynamics.
2025-11-22 18:20:42,258 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (811.91). Sensors contradict Thermodynamics.
2025-11-22 18:20:43,259 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1086.51). Sensors contradict Thermodynamics.
2025-11-22 18:20:44,259 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1468.35). Sensors contradict Thermodynamics.
2025-11-22 18:20:45,262 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1589.60). Sensors contradict Thermodynamics.
2025-11-22 18:20:46,262 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1827.07). Sensors contradict Thermodynamics.
2025-11-22 18:20:47,263 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1751.62). Sensors contradict Thermodynamics.
2025-11-22 18:20:48,264 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2282.46). Sensors contradict Thermodynamics.
2025-11-22 18:20:49,265 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1939.25). Sensors contradict Thermodynamics.
2025-11-22 18:20:50,265 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2176.89). Sensors contradict Thermodynamics.
2025-11-22 18:20:51,267 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2086.33). Sensors contradict Thermodynamics.
2025-11-22 18:20:52,268 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1851.93). Sensors contradict Thermodynamics.
2025-11-22 18:20:53,268 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1780.31). Sensors contradict Thermodynamics.
2025-11-22 18:20:54,270 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1755.19). Sensors contradict Thermodynamics.
2025-11-22 18:20:55,270 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1166.68). Sensors contradict Thermodynamics.
2025-11-22 18:20:57,271 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (8.39). Sensors contradict Thermodynamics.
2025-11-22 18:20:58,273 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (9.16). Sensors contradict Thermodynamics.
2025-11-22 18:21:06,278 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (283.58). Sensors contradict Thermodynamics.
2025-11-22 18:21:07,279 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (201.47). Sensors contradict Thermodynamics.
2025-11-22 18:21:08,279 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (332.49). Sensors contradict Thermodynamics.
2025-11-22 18:21:09,281 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (428.35). Sensors contradict Thermodynamics.
2025-11-22 18:21:10,283 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (408.05). Sensors contradict Thermodynamics.
2025-11-22 18:21:11,282 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (500.72). Sensors contradict Thermodynamics.
2025-11-22 18:21:12,283 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (625.72). Sensors contradict Thermodynamics.
2025-11-22 18:21:13,283 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (851.88). Sensors contradict Thermodynamics.
2025-11-22 18:21:14,284 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (984.13). Sensors contradict Thermodynamics.
2025-11-22 18:21:15,285 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1379.92). Sensors contradict Thermodynamics.
2025-11-22 18:21:16,287 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1669.81). Sensors contradict Thermodynamics.
2025-11-22 18:21:17,286 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1612.77). Sensors contradict Thermodynamics.
2025-11-22 18:21:18,288 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1857.66). Sensors contradict Thermodynamics.
2025-11-22 18:21:19,287 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1828.47). Sensors contradict Thermodynamics.
2025-11-22 18:21:20,289 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2202.81). Sensors contradict Thermodynamics.
2025-11-22 18:21:21,289 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1921.10). Sensors contradict Thermodynamics.
2025-11-22 18:21:22,290 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2133.73). Sensors contradict Thermodynamics.
2025-11-22 18:21:23,291 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1884.81). Sensors contradict Thermodynamics.
2025-11-22 18:21:24,290 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1826.86). Sensors contradict Thermodynamics.
2025-11-22 18:21:25,293 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1737.10). Sensors contradict Thermodynamics.
2025-11-22 18:21:26,292 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1342.09). Sensors contradict Thermodynamics.
2025-11-22 18:21:27,294 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1286.53). Sensors contradict Thermodynamics.
2025-11-22 18:21:28,294 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1241.10). Sensors contradict Thermodynamics.
2025-11-22 18:21:29,309 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (875.85). Sensors contradict Thermodynamics.
2025-11-22 18:21:30,323 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (820.59). Sensors contradict Thermodynamics.
2025-11-22 18:21:31,324 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (652.54). Sensors contradict Thermodynamics.
2025-11-22 18:21:32,323 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (453.77). Sensors contradict Thermodynamics.
2025-11-22 18:21:33,327 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (391.37). Sensors contradict Thermodynamics.
2025-11-22 18:21:34,328 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (284.03). Sensors contradict Thermodynamics.
2025-11-22 18:21:35,328 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (235.07). Sensors contradict Thermodynamics.
2025-11-22 18:21:36,330 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (265.45). Sensors contradict Thermodynamics.
2025-11-22 18:21:37,330 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (270.44). Sensors contradict Thermodynamics.
2025-11-22 18:21:38,332 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (186.36). Sensors contradict Thermodynamics.
2025-11-22 18:21:39,332 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (240.30). Sensors contradict Thermodynamics.
2025-11-22 18:21:40,333 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (329.29). Sensors contradict Thermodynamics.
2025-11-22 18:21:41,333 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (361.55). Sensors contradict Thermodynamics.
2025-11-22 18:21:42,334 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (552.02). Sensors contradict Thermodynamics.
2025-11-22 18:21:43,335 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (715.19). Sensors contradict Thermodynamics.
2025-11-22 18:21:44,335 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (912.42). Sensors contradict Thermodynamics.
2025-11-22 18:21:45,336 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (840.63). Sensors contradict Thermodynamics.
2025-11-22 18:21:46,337 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1236.55). Sensors contradict Thermodynamics.
2025-11-22 18:21:47,338 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1481.08). Sensors contradict Thermodynamics.
2025-11-22 18:21:48,351 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1573.40). Sensors contradict Thermodynamics.
2025-11-22 18:21:49,360 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1657.04). Sensors contradict Thermodynamics.
2025-11-22 18:21:50,360 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1945.95). Sensors contradict Thermodynamics.
2025-11-22 18:21:51,362 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1949.09). Sensors contradict Thermodynamics.
2025-11-22 18:21:52,366 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2113.69). Sensors contradict Thermodynamics.
2025-11-22 18:21:53,376 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2234.44). Sensors contradict Thermodynamics.
2025-11-22 18:21:54,378 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1898.71). Sensors contradict Thermodynamics.
2025-11-22 18:21:55,379 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1866.86). Sensors contradict Thermodynamics.
2025-11-22 18:21:57,389 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (10.07). Sensors contradict Thermodynamics.
2025-11-22 18:21:58,397 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (11.98). Sensors contradict Thermodynamics.
2025-11-22 18:21:59,397 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (10.78). Sensors contradict Thermodynamics.
2025-11-22 18:22:00,398 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (9.48). Sensors contradict Thermodynamics.
2025-11-22 18:22:01,398 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (9.22). Sensors contradict Thermodynamics.
2025-11-22 18:22:06,424 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (379.30). Sensors contradict Thermodynamics.
2025-11-22 18:22:07,426 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (191.05). Sensors contradict Thermodynamics.
2025-11-22 18:22:08,426 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (318.61). Sensors contradict Thermodynamics.
2025-11-22 18:22:09,427 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (218.32). Sensors contradict Thermodynamics.
2025-11-22 18:22:10,428 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (369.53). Sensors contradict Thermodynamics.
2025-11-22 18:22:11,427 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (295.57). Sensors contradict Thermodynamics.
2025-11-22 18:22:12,428 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (424.55). Sensors contradict Thermodynamics.
2025-11-22 18:22:13,429 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (462.27). Sensors contradict Thermodynamics.
2025-11-22 18:22:14,432 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (684.21). Sensors contradict Thermodynamics.
2025-11-22 18:22:15,431 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (673.56). Sensors contradict Thermodynamics.
2025-11-22 18:22:16,431 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (879.93). Sensors contradict Thermodynamics.
2025-11-22 18:22:17,432 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1183.68). Sensors contradict Thermodynamics.
2025-11-22 18:22:18,433 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1548.92). Sensors contradict Thermodynamics.
2025-11-22 18:22:19,435 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1552.91). Sensors contradict Thermodynamics.
2025-11-22 18:22:20,435 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1718.64). Sensors contradict Thermodynamics.
2025-11-22 18:22:21,437 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1940.10). Sensors contradict Thermodynamics.
2025-11-22 18:22:22,437 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2001.55). Sensors contradict Thermodynamics.
2025-11-22 18:22:23,438 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1882.98). Sensors contradict Thermodynamics.
2025-11-22 18:22:24,440 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1974.92). Sensors contradict Thermodynamics.
2025-11-22 18:22:25,441 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1898.45). Sensors contradict Thermodynamics.
2025-11-22 18:22:26,441 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2139.63). Sensors contradict Thermodynamics.
2025-11-22 18:22:27,443 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1740.96). Sensors contradict Thermodynamics.
2025-11-22 18:22:28,444 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1796.59). Sensors contradict Thermodynamics.
2025-11-22 18:22:29,444 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1431.97). Sensors contradict Thermodynamics.
2025-11-22 18:22:30,444 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1219.36). Sensors contradict Thermodynamics.
2025-11-22 18:22:31,445 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1163.15). Sensors contradict Thermodynamics.
2025-11-22 18:22:32,446 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (710.25). Sensors contradict Thermodynamics.
2025-11-22 18:22:33,446 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (651.89). Sensors contradict Thermodynamics.
2025-11-22 18:22:34,447 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (524.20). Sensors contradict Thermodynamics.
2025-11-22 18:22:35,446 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (381.98). Sensors contradict Thermodynamics.
2025-11-22 18:22:36,461 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (426.81). Sensors contradict Thermodynamics.
2025-11-22 18:22:37,474 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (410.27). Sensors contradict Thermodynamics.
2025-11-22 18:22:38,476 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (155.48). Sensors contradict Thermodynamics.
2025-11-22 18:22:39,475 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (309.54). Sensors contradict Thermodynamics.
2025-11-22 18:22:40,477 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (193.28). Sensors contradict Thermodynamics.
2025-11-22 18:22:41,477 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (322.05). Sensors contradict Thermodynamics.
2025-11-22 18:22:42,478 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (376.36). Sensors contradict Thermodynamics.
2025-11-22 18:22:43,479 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (271.29). Sensors contradict Thermodynamics.
2025-11-22 18:22:44,479 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (572.71). Sensors contradict Thermodynamics.
2025-11-22 18:22:45,480 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (518.00). Sensors contradict Thermodynamics.
2025-11-22 18:22:46,481 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (682.75). Sensors contradict Thermodynamics.
2025-11-22 18:22:47,483 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (802.21). Sensors contradict Thermodynamics.
2025-11-22 18:22:48,484 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1245.29). Sensors contradict Thermodynamics.
2025-11-22 18:22:49,485 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1078.53). Sensors contradict Thermodynamics.
2025-11-22 18:22:50,493 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1303.65). Sensors contradict Thermodynamics.
2025-11-22 18:22:51,494 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1786.02). Sensors contradict Thermodynamics.
2025-11-22 18:22:52,495 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1943.19). Sensors contradict Thermodynamics.
2025-11-22 18:22:53,495 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2057.78). Sensors contradict Thermodynamics.
2025-11-22 18:22:54,495 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2020.26). Sensors contradict Thermodynamics.
2025-11-22 18:22:55,497 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2210.94). Sensors contradict Thermodynamics.
2025-11-22 18:22:57,498 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (14.46). Sensors contradict Thermodynamics.
2025-11-22 18:22:58,499 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (15.82). Sensors contradict Thermodynamics.
2025-11-22 18:22:59,498 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (15.82). Sensors contradict Thermodynamics.
2025-11-22 18:23:00,500 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (13.00). Sensors contradict Thermodynamics.
2025-11-22 18:23:01,500 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (13.78). Sensors contradict Thermodynamics.
2025-11-22 18:23:02,502 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (12.09). Sensors contradict Thermodynamics.
2025-11-22 18:23:03,502 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (8.88). Sensors contradict Thermodynamics.
2025-11-22 18:23:04,503 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (7.89). Sensors contradict Thermodynamics.
2025-11-22 18:23:06,505 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (460.51). Sensors contradict Thermodynamics.
2025-11-22 18:23:07,505 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (345.24). Sensors contradict Thermodynamics.
2025-11-22 18:23:08,507 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (344.86). Sensors contradict Thermodynamics.
2025-11-22 18:23:09,506 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (195.72). Sensors contradict Thermodynamics.
2025-11-22 18:23:10,507 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (290.37). Sensors contradict Thermodynamics.
2025-11-22 18:23:11,509 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (238.82). Sensors contradict Thermodynamics.
2025-11-22 18:23:12,509 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (294.63). Sensors contradict Thermodynamics.
2025-11-22 18:23:13,510 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (240.29). Sensors contradict Thermodynamics.
2025-11-22 18:23:14,511 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (473.77). Sensors contradict Thermodynamics.
2025-11-22 18:23:15,512 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (454.26). Sensors contradict Thermodynamics.
2025-11-22 18:23:16,513 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (448.91). Sensors contradict Thermodynamics.
2025-11-22 18:23:17,513 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (707.29). Sensors contradict Thermodynamics.
2025-11-22 18:23:18,514 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (840.62). Sensors contradict Thermodynamics.
2025-11-22 18:23:19,514 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1032.73). Sensors contradict Thermodynamics.
2025-11-22 18:23:20,515 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1146.18). Sensors contradict Thermodynamics.
2025-11-22 18:23:21,517 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1565.85). Sensors contradict Thermodynamics.
2025-11-22 18:23:22,517 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1467.67). Sensors contradict Thermodynamics.
2025-11-22 18:23:23,517 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1709.49). Sensors contradict Thermodynamics.
2025-11-22 18:23:24,519 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1958.43). Sensors contradict Thermodynamics.
2025-11-22 18:23:25,520 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2209.01). Sensors contradict Thermodynamics.
2025-11-22 18:23:26,520 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2262.03). Sensors contradict Thermodynamics.
2025-11-22 18:23:27,522 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1866.54). Sensors contradict Thermodynamics.
2025-11-22 18:23:28,524 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2235.82). Sensors contradict Thermodynamics.
2025-11-22 18:23:29,523 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1996.38). Sensors contradict Thermodynamics.
